"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","consc_diff"
"360",1,65,65,"pos",80,50,"trace",15,"Dobs can make association between light after treated",30
"361",1,64,64,"pos",100,70,"discrimination",14,"Ability to tell differences between similar objects.",30
"362",1,64,64,"pos",100,86,"mirror",16,"Xons try to clean dirts on their body.",14
"363",1,64,64,"pos",95,80,"deception",12,"Chips attempt to hide when caught stealing.",15
"364",1,64,64,"pos",62,58,"DNA",14,"Geks are made of same building blocks that make up human DNA.",4
"365",1,64,64,"pos",49,50,"blood",12,"Blood color difference.",-1
"366",1,64,64,"pos",49,50,"eyes",14,"Position of their eyes.",-1
"367",1,64,64,"pos",68,51,"trace",14,"Difference in time which treat is given.",17
"368",1,64,64,"pos",49,51,"limbs",12,"Number of limbs.",-2
"369",1,63,63,"pos",100,99,"eyes",13,"The location of thier eyes",1
"370",1,63,63,"pos",100,100,"limbs",11,"how many arms they have",0
"371",1,63,63,"pos",100,100,"blood",11,"the color of thier blood is different",0
"372",1,63,63,"pos",100,100,"discrimination",13,"One is smarter than the other",0
"373",1,63,63,"pos",100,100,"trace",13,"zags are smarter they can see long term",0
"374",1,63,63,"pos",100,100,"mirror",15,"chups are more obsessives about being clean",0
"375",1,63,63,"pos",100,100,"deception",11,"one knows when they have done something wrong",0
"376",1,63,63,"pos",100,100,"DNA",13,"one has same genetic make up as humans the other doesnt",0
"377",1,62,62,"neg",100,100,"deception",12,"Toffs hide when caught while Xons don't",0
"378",1,62,62,"pos",100,100,"limbs",10,"two arms and five arms",0
"379",1,62,62,"neg",100,100,"trace",14,"how they respond to treat",0
"380",1,62,62,"pos",100,53,"DNA",12,"genes",47
"381",1,62,62,"neg",100,100,"discrimination",14,"how to tell difference",0
"382",1,62,62,"pos",100,100,"eyes",12,"eyes",0
"383",1,62,62,"pos",100,100,"blood",10,"blood",0
"384",1,62,62,"neg",100,100,"mirror",16,"dirt",0
"385",1,61,61,"pos",100,100,"trace",13,"The need to be lured",0
"386",1,61,61,"pos",100,100,"limbs",9,"Higher Number of limbs",0
"387",1,61,61,"pos",99,100,"eyes",11,"Placement of eyes",-1
"388",1,61,61,"neg",100,100,"blood",11,"Different coloured blood",0
"389",1,61,61,"neg",100,100,"deception",13,"Hiding when caught stealing",0
"390",1,61,61,"pos",100,100,"DNA",11,"DNA comparable to humans",0
"391",1,61,61,"neg",100,100,"mirror",17,"Cleanliness and hygiene",0
"392",1,61,61,"neg",100,100,"discrimination",15,"Differentiation of similar objects",0
"393",1,59,59,"pos",58,56,"eyes",10,"the eyes are horizontaly",2
"394",1,59,59,"pos",69,56,"deception",12,"Rubs hide when caught",13
"395",1,59,59,"neg",52,61,"trace",14,"zags first need treats",-9
"396",1,59,59,"pos",70,53,"DNA",10,"one has human DNA block",17
"397",1,59,59,"pos",67,56,"discrimination",14,"pods can difference similar objects",11
"398",1,59,59,"pos",55,50,"blood",10,"Elm blood is red",5
"399",1,59,59,"neg",64,55,"mirror",18,"Chups remove it when seen",9
"400",1,59,59,"neg",56,63,"limbs",10,"Xons have five arms",-7
"401",1,59,59,"pos",100,100,"deception",12,"Hula hide when caught stealing, shuks do not",0
"402",1,59,59,"pos",100,97,"limbs",10,"Toffs have 2 arms, Vems have 5",3
"403",1,59,59,"neg",100,100,"mirror",18,"Geks proactively clean them selves, Chips do not",0
"404",1,59,59,"pos",100,100,"eyes",10,"Tubs have side by side eyes, yubs are one above the other",0
"405",1,59,59,"neg",100,100,"blood",10,"Norms are red blooded, Elms are yellow blooded",0
"406",1,59,59,"neg",100,100,"trace",14,"Rubs responded to stimuli with or without treats than Pods only for a treat",0
"407",1,59,59,"neg",100,100,"discrimination",14,"Fios have more difficulty with distinguishing between similar items",0
"408",1,59,59,"neg",100,100,"DNA",10,"Their DNA is different from one species to the other",0
"409",1,58,58,"neg",100,100,"DNA",11,"The building blocks that made up their DNA is nothing like humans.",0
"410",1,58,58,"neg",100,100,"blood",11,"Chups have red blood.",0
"411",1,58,58,"pos",100,80,"trace",13,"Toffs are more intelligent.",20
"412",1,58,58,"pos",100,72,"mirror",17,"Pods can see themselves in a mirror.",28
"413",1,58,58,"neg",100,100,"discrimination",15,"Rubs are more intelligent.",0
"414",1,58,58,"neg",100,100,"eyes",11,"Zags have human placed eyes.",0
"415",1,58,58,"pos",100,100,"deception",11,"Vems hide to avoid danger.",0
"416",1,58,58,"pos",100,100,"limbs",9,"Elms have only 2 arm-like limbs.",0
"417",1,57,57,"neg",71,71,"eyes",12,"eyes placement",0
"418",1,57,57,"neg",64,71,"trace",14,"reaction time",-7
"419",1,57,57,"neg",68,71,"discrimination",16,"attention to detail",-3
"420",1,57,57,"neg",72,70,"blood",12,"colour of blood",2
"421",1,57,57,"neg",82,83,"DNA",12,"their DNA",-1
"422",1,57,57,"neg",32,50,"mirror",18,"act on problems",-18
"423",1,57,57,"neg",66,56,"deception",12,"deal with confrontation",10
"424",1,57,57,"neg",72,57,"limbs",10,"number of arms",15
"425",1,56,56,"pos",100,100,"deception",11,"Germs live in small groups and they sometimes steal food from their neighbors. When caught doing this, they try to hide themselves. It is a serious threat to our environment",0
"426",1,56,56,"pos",100,100,"trace",13,"Norps were able to make the association between the light and the treat, even when the treat was given as long as one second after the light",0
"427",1,56,56,"pos",93,100,"blood",11,"Hul blood is red, whereas Rub blood is yellow",-7
"428",1,56,56,"neg",100,100,"discrimination",17,"Chups are able to see things and to learn simple rules.",0
"429",1,56,56,"pos",100,100,"eyes",11,"These are located side by side.",0
"430",1,56,56,"pos",100,100,"DNA",11,"its very important",0
"431",1,56,56,"pos",98,100,"mirror",17,"Elms like to keep themselves clean",-2
"432",1,56,56,"pos",100,98,"limbs",9,"toffs have two arms but Shuks have five",2
"433",1,55,55,"pos",71,73,"eyes",10,"position of eyes",-2
"434",1,55,55,"neg",56,61,"trace",14,"time treats given",-5
"435",1,55,55,"pos",57,61,"DNA",10,"human genetic material",-4
"436",1,55,55,"pos",67,67,"deception",10,"hiding after stealing",0
"437",1,55,55,"neg",64,73,"limbs",10,"arm-like limbs",-9
"438",1,55,55,"pos",66,70,"mirror",16,"cleaning themselves",-4
"439",1,55,55,"neg",71,65,"discrimination",18,"telling the difference",6
"440",1,55,55,"pos",70,76,"blood",10,"Blood colour",-6
"441",1,54,54,"neg",100,100,"mirror",17,"avoidance, problem solving",0
"442",1,54,54,"neg",100,100,"limbs",11,"less limbs",0
"443",1,54,54,"neg",100,100,"discrimination",19,"object differenced",0
"444",1,54,54,"neg",100,100,"DNA",11,"human dna",0
"445",1,54,54,"neg",100,100,"blood",11,"different colour blood",0
"446",1,54,54,"pos",100,100,"deception",9,"hiding, cowardly",0
"447",1,54,54,"neg",100,100,"eyes",11,"eye position",0
"448",1,54,54,"neg",100,100,"trace",15,"remembering, conditioning",0
"449",1,53,53,"neg",99,99,"deception",10,"Whether or not they hide themselves.",0
"450",1,53,53,"pos",100,100,"DNA",10,"If their DNA has the same building blocks as humans.",0
"451",1,53,53,"pos",100,100,"limbs",10,"How many limbs they had",0
"452",1,53,53,"pos",100,100,"eyes",10,"Where their eyes are located",0
"453",1,53,53,"pos",100,99,"discrimination",18,"If they can tell the difference between objects.",1
"454",1,53,53,"pos",100,100,"blood",10,"The color of their blood",0
"455",1,53,53,"pos",100,100,"mirror",16,"Whether or not they clean their faces",0
"456",1,53,53,"neg",100,100,"trace",16,"The time association with the light and the treat.",0
"457",1,52,52,"neg",49,50,"blood",11,"their blood colour",-1
"458",1,52,52,"neg",51,50,"limbs",11,"their amount of arms",1
"459",1,52,52,"neg",72,72,"mirror",17,"one removes dirt if they see it on their forehead in the mirror the other does not",0
"460",1,52,52,"neg",51,53,"eyes",11,"the location of their eyes",-2
"461",1,52,52,"neg",54,55,"DNA",11,"their dna differs",-1
"462",1,52,52,"pos",52,51,"deception",9,"one hides when caught stealing the other does not",1
"463",1,52,52,"neg",75,70,"discrimination",19,"one is unable to tell the difference between objects",5
"464",1,52,52,"neg",70,73,"trace",17,"the amount of time needed between action and reward",-3
"465",1,51,51,"pos",83,16,"discrimination",18,"Vems can see difference between very similar objects while Fiks cannot",67
"466",1,51,51,"pos",100,15,"mirror",16,"Xons can clean minor dirt off their face when they see it, but Geks will ignore the minor dirt.",85
"467",1,51,51,"pos",50,52,"blood",10,"Chup have red blood",-2
"468",1,51,51,"pos",50,43,"limbs",10,"Number of limbs",7
"469",1,51,51,"neg",95,99,"deception",10,"Hiding when caught differenciates them",-4
"470",1,51,51,"neg",53,53,"DNA",12,"DNA resemblance to humans",0
"471",1,51,51,"pos",77,81,"trace",16,"Ability to tell difference",-4
"472",1,51,51,"pos",63,68,"eyes",10,"Their eye positions",-5
"473",1,50,50,"neg",100,100,"mirror",17,"They clean more",0
"474",1,50,50,"pos",47,50,"blood",9,"blood color",-3
"475",1,50,50,"neg",49,50,"eyes",11,"Eye positioning",-1
"476",1,50,50,"neg",100,90,"discrimination",19,"More intelligence",10
"477",1,50,50,"pos",100,99,"deception",9,"They are sneaky",1
"478",1,50,50,"neg",100,92,"trace",17,"More intelligence",8
"479",1,50,50,"pos",48,50,"limbs",9,"Number of limbs",-2
"480",1,50,50,"neg",54,50,"DNA",13,"Similarity to humans",4
"481",1,49,49,"neg",78,81,"discrimination",20,"Zags can tell difference",-3
"482",1,49,49,"neg",70,71,"deception",10,"huls hide",-1
"483",1,49,49,"pos",73,74,"eyes",10,"leems normal eyes",-1
"484",1,49,49,"neg",72,78,"DNA",14,"vem human dna",-6
"485",1,49,49,"neg",51,51,"blood",10,"chup blood yellow",0
"486",1,49,49,"neg",49,50,"trace",18,"yubs learn differently",-1
"487",1,49,49,"pos",77,50,"mirror",16,"elms understand self",27
"488",1,49,49,"neg",63,62,"limbs",10,"xons five arms",1
"489",1,48,48,"neg",100,100,"limbs",11,"Less limbs",0
"490",1,48,48,"neg",100,96,"trace",19,"Elms are smarter",4
"491",1,48,48,"neg",100,97,"mirror",17,"Recognising reflections",3
"492",1,48,48,"neg",83,83,"blood",11,"Different colour blood",0
"493",1,48,48,"neg",100,97,"discrimination",21,"See things clearer",3
"494",1,48,48,"pos",92,92,"DNA",13,"Human like DNA",0
"495",1,48,48,"neg",92,92,"eyes",11,"Eye position",0
"496",1,48,48,"pos",84,84,"deception",9,"Attempting to hide",0
"497",1,47,47,"pos",100,100,"eyes",10,"Eye placement",0
"498",1,47,47,"pos",100,100,"blood",10,"Blood color",0
"499",1,47,47,"pos",100,100,"limbs",10,"Amount of arms",0
"500",1,47,47,"neg",100,74,"deception",10,"Group conscientiousness",26
"501",1,47,47,"pos",100,85,"DNA",12,"Gene configuration",15
"502",1,47,47,"neg",100,80,"mirror",18,"Self Awareness",20
"503",1,47,47,"neg",100,80,"trace",20,"Degree of Trained Intelligence",20
"504",1,47,47,"pos",100,82,"discrimination",20,"Seeing specificity",18
"505",1,46,46,"neg",90,95,"deception",11,"Whether they hide when caught stealing",-5
"506",1,46,46,"pos",75,57,"discrimination",19,"Leems can differentiate similar objects",18
"507",1,46,46,"neg",77,77,"eyes",11,"Eye position",0
"508",1,46,46,"pos",90,69,"mirror",17,"Rubs remove dirt, pods don’t",21
"509",1,46,46,"pos",92,67,"trace",19,"Conditioning to reward with flash of light with delay",25
"510",1,46,46,"pos",88,83,"DNA",11,"DNA same as humans, shuks not",5
"511",1,46,46,"pos",74,77,"limbs",9,"Number of arms",-3
"512",1,46,46,"neg",77,82,"blood",11,"Blood colour",-5
"513",1,45,45,"neg",100,100,"limbs",10,"Zags have more limbs",0
"514",1,45,45,"pos",100,100,"deception",10,"Rubs do not hide when they're caught stealing food",0
"515",1,45,45,"pos",100,100,"mirror",16,"Geks clean themselves more regularly",0
"516",1,45,45,"pos",100,100,"blood",10,"Their blood is a different colour",0
"517",1,45,45,"neg",100,100,"eyes",12,"The placement of their eyes on their head",0
"518",1,45,45,"neg",100,100,"DNA",12,"Different DNA",0
"519",1,45,45,"pos",100,100,"discrimination",18,"Leems can tell the difference between objects",0
"520",1,45,45,"pos",100,94,"trace",18,"Norps have more patience",6
"521",1,44,44,"pos",81,69,"limbs",9,"two or five",12
"522",1,44,44,"pos",79,68,"eyes",11,"top or side",11
"523",1,44,44,"pos",82,73,"trace",17,"association to light",9
"524",1,44,44,"pos",84,76,"deception",9,"hiding when caught",8
"525",1,44,44,"pos",86,72,"blood",9,"red or yellow",14
"526",1,44,44,"pos",78,70,"DNA",11,"composition of DNA",8
"527",1,44,44,"pos",84,70,"discrimination",17,"identify similar objectsc",14
"528",1,44,44,"pos",80,72,"mirror",15,"cleaning rituals",8
"529",1,43,43,"pos",100,100,"discrimination",16,"Colour awareness, more detailed observations, better eye quality",0
"530",1,43,43,"pos",100,100,"DNA",10,"Same DNA building blocks as humans,",0
"531",1,43,43,"neg",100,100,"limbs",10,"Dobs have less limbs than Fiks",0
"532",1,43,43,"pos",100,100,"mirror",14,"Pods dont like to be dirty and understand that its themself in the mirror",0
"533",1,43,43,"pos",100,100,"eyes",10,"Different eye placement,",0
"534",1,43,43,"pos",100,100,"trace",16,"Rubs are more patient and have more time awareness",0
"535",1,43,43,"neg",100,100,"blood",10,"Different coloured blood.",0
"536",1,43,43,"pos",100,100,"deception",8,"Leems hide when caught stealing food",0
"537",1,42,42,"pos",89,23,"trace",15,"Immediate gratification",66
"538",1,42,42,"pos",92,2,"deception",7,"Consciousness of right and wrong",90
"539",1,42,42,"neg",50,50,"DNA",11,"Shuks have some human resemblance",0
"540",1,42,42,"pos",51,50,"limbs",9,"Geks have three limbs less",1
"541",1,42,42,"neg",50,50,"eyes",11,"Different placement of eyes",0
"542",1,42,42,"pos",81,23,"mirror",13,"Elms are conscious of reflection",58
"543",1,42,42,"neg",50,50,"blood",11,"Blood colour",0
"544",1,42,42,"pos",80,27,"discrimination",15,"Xons can differentiate similar objects",53
"545",1,41,41,"neg",100,100,"limbs",10,"Amount of arms",0
"546",1,41,41,"pos",100,100,"blood",10,"Blood colour",0
"547",1,41,41,"neg",100,100,"eyes",12,"Eye placement",0
"548",1,41,41,"neg",100,100,"deception",8,"Hiding after stealing",0
"549",1,41,41,"pos",100,100,"mirror",12,"Their cleanliness",0
"550",1,41,41,"neg",100,100,"discrimination",16,"Ability to discern",0
"551",1,41,41,"neg",100,100,"trace",16,"See patterns",0
"552",1,41,41,"neg",100,100,"DNA",12,"Their DNA",0
"553",1,40,40,"neg",100,100,"eyes",13,"Eye position",0
"554",1,40,40,"neg",100,100,"mirror",13,"Mirror acknowledgement",0
"555",1,40,40,"neg",100,100,"DNA",13,"human DNA resemblance",0
"556",1,40,40,"neg",100,100,"trace",17,"light treat association",0
"557",1,40,40,"neg",100,100,"deception",9,"caught stealing",0
"558",1,40,40,"pos",100,100,"limbs",9,"arm limb number",0
"559",1,40,40,"neg",100,100,"blood",11,"blood color",0
"560",1,40,40,"neg",100,100,"discrimination",17,"similar object differentiation",0
"561",1,39,39,"pos",100,62,"discrimination",16,"eye sight",38
"562",1,39,39,"neg",83,56,"deception",10,"they are scared",27
"563",1,39,39,"neg",74,75,"limbs",10,"there body",-1
"564",1,39,39,"pos",79,54,"eyes",12,"there eyes",25
"565",1,39,39,"pos",100,32,"trace",16,"there reaction",68
"566",1,39,39,"pos",61,55,"DNA",12,"there dna",6
"567",1,39,39,"pos",100,62,"mirror",12,"there thinking",38
"568",1,39,39,"pos",78,75,"blood",10,"there blood",3
"569",1,38,38,"neg",67,57,"trace",17,"Rubs appear to have a better memory as they were able to remember the light one second later.",10
"570",1,38,38,"pos",68,59,"limbs",9,"Elms have three more limbs than Dobs.",9
"571",1,38,38,"neg",80,89,"blood",11,"They have different coloured blood.",-9
"572",1,38,38,"neg",64,62,"discrimination",17,"Geks are unable to differentiate between similar objecys, but Norps can.",2
"573",1,38,38,"pos",79,66,"mirror",11,"Yubs seem less intelligent than Huls as they don't realise that the dirt is on their own face.",13
"574",1,38,38,"pos",74,72,"DNA",11,"They have different DNA.",2
"575",1,38,38,"neg",67,63,"eyes",13,"The position of their eyes.",4
"576",1,38,38,"neg",68,60,"deception",11,"They have different responses when caught stealing food.",8
"577",1,37,37,"pos",79,65,"blood",10,"Colour of blood.",14
"578",1,37,37,"pos",89,34,"trace",16,"Zags are smarter.",55
"579",1,37,37,"pos",85,84,"DNA",10,"Huls have more in common with humans.",1
"580",1,37,37,"pos",78,77,"eyes",12,"The placement of their eyes.",1
"581",1,37,37,"neg",68,67,"limbs",10,"Chups have more limbs",1
"582",1,37,37,"pos",63,31,"discrimination",16,"Geks are more aware.",32
"583",1,37,37,"pos",66,50,"mirror",10,"Pods are more self-aware.",16
"584",1,37,37,"pos",58,36,"deception",10,"Fiks are more aware of their actions.",22
"585",1,36,36,"neg",49,50,"blood",11,"blood colour",-1
"586",1,36,36,"neg",52,33,"mirror",11,"geks ignore mirrors",19
"587",1,36,36,"neg",50,51,"DNA",11,"dna building blocks",-1
"588",1,36,36,"neg",51,50,"limbs",11,"less armlimbs",1
"589",1,36,36,"neg",66,51,"discrimination",17,"object perception",15
"590",1,36,36,"pos",50,49,"deception",9,"the try to hide crime",1
"591",1,36,36,"neg",51,50,"eyes",13,"eye position",1
"592",1,36,36,"neg",51,51,"trace",17,"action association",0
"593",1,35,35,"pos",72,74,"limbs",10,"the number of arm-like limbs",-2
"594",1,35,35,"neg",100,100,"deception",10,"Toffs hide themselives. Elms do not.",0
"595",1,35,35,"pos",100,100,"blood",10,"Their blood colour",0
"596",1,35,35,"neg",98,100,"discrimination",18,"Pods can differentiate, Norps cannot.",-2
"597",1,35,35,"pos",100,99,"eyes",12,"Their eye alignment.",1
"598",1,35,35,"pos",100,100,"mirror",10,"geks can use tools",0
"599",1,35,35,"pos",99,98,"DNA",10,"Dobs have human-like DNA",1
"600",1,35,35,"pos",100,100,"trace",16,"Huls can retain information",0
"601",1,34,34,"neg",51,51,"DNA",11,"DNA difference",0
"602",1,34,34,"pos",51,50,"trace",15,"Different timmings",1
"603",1,34,34,"neg",50,52,"deception",11,"Hide when caught",-2
"604",1,34,34,"neg",51,51,"discrimination",19,"Differences between objects",0
"605",1,34,34,"neg",50,51,"eyes",13,"Eyes on sides",-1
"606",1,34,34,"neg",51,50,"blood",11,"Red blood",1
"607",1,34,34,"neg",51,50,"mirror",11,"Dont ignore mirror",1
"608",1,34,34,"pos",53,50,"limbs",9,"two arm-like limbs",3
"609",1,33,33,"pos",91,63,"mirror",10,"Cleanliness is important",28
"610",1,33,33,"neg",85,75,"discrimination",20,"More attentive",10
"611",1,33,33,"pos",85,70,"trace",14,"Better memory",15
"612",1,33,33,"pos",79,70,"eyes",12,"Better peripheral vision",9
"613",1,33,33,"pos",75,75,"blood",10,"Different blood colour",0
"614",1,33,33,"pos",74,74,"DNA",10,"Building blocks",0
"615",1,33,33,"neg",75,76,"limbs",10,"Number of limbs",-1
"616",1,33,33,"neg",75,75,"deception",12,"Not hiding",0
"617",1,32,32,"neg",53,53,"blood",11,"different colour blood",0
"618",1,32,32,"neg",53,53,"DNA",11,"different DNA",0
"619",1,32,32,"neg",100,100,"trace",15,"Timing of the treat",0
"620",1,32,32,"neg",16,16,"limbs",11,"Different amount of limbs",0
"621",1,32,32,"pos",100,100,"discrimination",19,"difference between objects",0
"622",1,32,32,"neg",100,100,"mirror",11,"Leems don't mind a bit of dirt",0
"623",1,32,32,"pos",6,6,"eyes",11,"position of eyes",0
"624",1,32,32,"neg",95,96,"deception",13,"xons don't hide when caught",-1
"625",1,31,31,"pos",49,50,"blood",10,"Colour of blood",-1
"626",1,31,31,"neg",51,51,"mirror",12,"Their vanity",0
"627",1,31,31,"pos",50,49,"limbs",10,"Number of limbs",1
"628",1,31,31,"pos",51,51,"eyes",10,"Where eyes situated",0
"629",1,31,31,"pos",51,51,"discrimination",18,"Mental ability",0
"630",1,31,31,"pos",50,51,"trace",14,"Better intelligence",-1
"631",1,31,31,"pos",51,50,"DNA",10,"Difference in DNA genes",1
"632",1,31,31,"pos",51,52,"deception",12,"Level of bravado",-1
"633",1,30,30,"neg",100,100,"DNA",11,"human DNA",0
"634",1,30,30,"pos",100,100,"trace",13,"patience",0
"635",1,30,30,"neg",100,100,"eyes",11,"beauty standards",0
"636",1,30,30,"neg",100,100,"blood",11,"different blood colour",0
"637",1,30,30,"neg",100,100,"mirror",13,"cleanliness response",0
"638",1,30,30,"pos",100,100,"limbs",9,"multiple limbs",0
"639",1,30,30,"pos",100,100,"deception",11,"no thought of consequence",0
"640",1,30,30,"pos",100,100,"discrimination",17,"advanced learning",0
"641",1,29,29,"neg",83,50,"limbs",10,"two arm limbs",33
"642",1,29,29,"pos",100,35,"deception",10,"More ashamed",65
"643",1,29,29,"pos",86,50,"trace",12,"more conscious",36
"644",1,29,29,"pos",48,50,"DNA",10,"different building blocks",-2
"645",1,29,29,"pos",100,59,"mirror",12,"more clean",41
"646",1,29,29,"pos",100,50,"eyes",10,"balanced vision",50
"647",1,29,29,"pos",50,50,"blood",10,"different blood colour",0
"648",1,29,29,"pos",100,50,"discrimination",16,"more literate",50
"649",1,28,28,"neg",100,100,"trace",13,"Pods knew the light meant a treat, rubs only maade the association when the treat was given instantly.",0
"650",1,28,28,"neg",100,100,"eyes",11,"Huls have a right and left eye, leems have 2 left eyes, one above another.",0
"651",1,28,28,"pos",100,100,"deception",9,"Dobs don't hide when caught",0
"652",1,28,28,"neg",99,100,"blood",11,"Different coloured blood",-1
"653",1,28,28,"neg",100,100,"discrimination",17,"Shuks don't see shades",0
"654",1,28,28,"neg",100,100,"DNA",11,"Elms DNA has human associations.",0
"655",1,28,28,"neg",100,100,"mirror",13,"Zags ignore mirrors",0
"656",1,28,28,"neg",100,100,"limbs",11,"Vems have 5 arms",0
"657",1,27,27,"pos",63,37,"trace",12,"Time before treat",26
"658",1,27,27,"pos",68,54,"mirror",12,"Need for cleanliness",14
"659",1,27,27,"pos",76,76,"eyes",10,"Eye position",0
"660",1,27,27,"pos",100,100,"blood",10,"Blood colour",0
"661",1,27,27,"pos",75,76,"DNA",10,"Gene composition",-1
"662",1,27,27,"pos",88,65,"discrimination",16,"Recognition of differences",23
"663",1,27,27,"pos",100,100,"limbs",10,"Number of limbs",0
"664",1,27,27,"neg",73,89,"deception",10,"Honesty when caught",-16
"665",1,26,26,"neg",89,88,"trace",13,"Huls more intelligent",1
"666",1,26,26,"neg",4,4,"DNA",11,"Human Genetic Similarity",0
"667",1,26,26,"pos",93,87,"mirror",11,"Passes Mirror Test",6
"668",1,26,26,"neg",49,50,"limbs",11,"Two Arms",-1
"669",1,26,26,"pos",50,50,"eyes",9,"Eye Orientation",0
"670",1,26,26,"neg",50,50,"discrimination",17,"Better Discrimination Faculties",0
"671",1,26,26,"pos",49,50,"blood",9,"Red Blood",-1
"672",1,26,26,"neg",95,44,"deception",11,"Awareness of Transgression",51
"673",1,25,25,"pos",72,50,"deception",10,"hiding when caught",22
"674",1,25,25,"pos",74,50,"mirror",10,"recognising their reflection",24
"675",1,25,25,"neg",48,52,"blood",10,"colour of blood",-4
"676",1,25,25,"neg",48,52,"eyes",10,"eye position",-4
"677",1,25,25,"pos",51,50,"limbs",10,"number of limbs",1
"678",1,25,25,"pos",79,50,"trace",12,"ability to associate",29
"679",1,25,25,"pos",84,63,"discrimination",16,"higher intelligence",21
"680",1,25,25,"neg",48,50,"DNA",12,"chemical basis of DNA",-2
"681",1,24,24,"neg",76,78,"eyes",11,"eyes : Huls = horizontal",-2
"682",1,24,24,"neg",50,50,"DNA",13,"chemical resemblance",0
"683",1,24,24,"neg",69,73,"mirror",11,"they react to dirt",-4
"684",1,24,24,"pos",89,39,"discrimination",15,"differences can be highlighted",50
"685",1,24,24,"neg",57,63,"limbs",11,"two limbs",-6
"686",1,24,24,"neg",60,78,"deception",11,"hide at theft",-18
"687",1,24,24,"neg",80,82,"blood",11,"blood is red",-2
"688",1,24,24,"neg",56,51,"trace",13,"second delay after light",5
"689",1,23,23,"pos",100,100,"limbs",10,"Number of limbs.",0
"690",1,23,23,"pos",100,100,"trace",12,"Time treat given.",0
"691",1,23,23,"pos",100,100,"discrimination",14,"Perception and intelligence.",0
"692",1,23,23,"pos",100,100,"deception",10,"Possibly intelligence.",0
"693",1,23,23,"pos",100,100,"mirror",10,"Geks more intelligent.",0
"694",1,23,23,"pos",100,100,"eyes",10,"Position of eyes.",0
"695",1,23,23,"pos",100,100,"DNA",12,"Gene makeup.",0
"696",1,23,23,"pos",99,100,"blood",10,"Colour of blood.",-1
"697",1,22,22,"neg",72,72,"deception",11,"Pods hide themselves when caught stealing, Vems do not",0
"698",1,22,22,"neg",73,64,"trace",13,"Yubs were able to make the association quicker than Elms",9
"699",1,22,22,"neg",74,74,"DNA",13,"Rubs are close genetically to Humans than Shuks",0
"700",1,22,22,"neg",71,72,"eyes",11,"Toff's eyes are side by side, Zags eyes are on top of the other",-1
"701",1,22,22,"neg",79,66,"mirror",11,"Dobs are more aware of themselves than Fiks",13
"702",1,22,22,"pos",62,64,"limbs",9,"Chups have less limbs than Huls",-2
"703",1,22,22,"neg",51,51,"blood",11,"Xon's blood is red",0
"704",1,22,22,"neg",78,64,"discrimination",15,"Geks are able to see the difference between similar objects",14
"705",1,21,21,"pos",51,51,"trace",12,"Leems don’t remember as long as dobs",0
"706",1,21,21,"pos",60,38,"deception",10,"Huls don’t hide when they steal food",22
"707",1,21,21,"pos",64,41,"discrimination",14,"Pods can’t differentiate between similar objects",23
"708",1,21,21,"neg",36,35,"limbs",10,"Norps have more limbs",1
"709",1,21,21,"pos",38,35,"eyes",10,"Their eye placement is different",3
"710",1,21,21,"pos",34,31,"blood",10,"Their blood colour",3
"711",1,21,21,"pos",87,24,"mirror",10,"Fiks know it’s themselves in a mirror",63
"712",1,21,21,"pos",49,27,"DNA",12,"How their dna is",22
"713",1,20,20,"pos",100,100,"discrimination",13,"similar object understanding",0
"714",1,20,20,"neg",100,100,"deception",11,"hiding",0
"715",1,20,20,"neg",100,100,"mirror",11,"ignorance",0
"716",1,20,20,"neg",100,100,"trace",13,"delayed gratification",0
"717",1,20,20,"pos",100,100,"DNA",11,"human link",0
"718",1,20,20,"pos",100,100,"eyes",9,"eye situation",0
"719",1,20,20,"neg",100,100,"blood",11,"colour of blood",0
"720",1,20,20,"pos",100,100,"limbs",9,"amount of arms",0
"721",1,19,19,"pos",79,41,"discrimination",12,"Knowledge, vision",38
"722",1,19,19,"neg",40,28,"limbs",10,"Useful, Non Human like",12
"723",1,19,19,"neg",89,57,"mirror",12,"Concious,Carefree",32
"724",1,19,19,"pos",87,35,"DNA",10,"Human, Alien",52
"725",1,19,19,"pos",96,62,"trace",12,"Intelligent,Fearless",34
"726",1,19,19,"neg",46,46,"blood",12,"DNA, Bood group",0
"727",1,19,19,"pos",96,32,"deception",10,"Brave, Afraid",64
"728",1,19,19,"neg",41,49,"eyes",10,"Face, Looks",-8
"729",1,18,18,"pos",53,47,"trace",11,"response time",6
"730",1,18,18,"neg",71,72,"limbs",11,"number of arms",-1
"731",1,18,18,"pos",77,78,"eyes",9,"location of eyes",-1
"732",1,18,18,"pos",82,77,"DNA",9,"similarity to human DNA",5
"733",1,18,18,"pos",84,76,"mirror",11,"response to mirror",8
"734",1,18,18,"pos",75,75,"blood",11,"color of blood",0
"735",1,18,18,"pos",82,83,"discrimination",11,"discrimination of object ability",-1
"736",1,18,18,"pos",83,78,"deception",9,"hiding if caught stealing",5
"737",1,17,17,"neg",49,49,"DNA",10,"structure of DNA",0
"738",1,17,17,"neg",48,50,"deception",10,"behaviour on caught stealing",-2
"739",1,17,17,"neg",48,47,"eyes",10,"eye placement",1
"740",1,17,17,"pos",51,50,"discrimination",10,"object recognition",1
"741",1,17,17,"neg",52,51,"mirror",12,"cleaning habits",1
