"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","consc_diff"
"756",1,36,36,"neg",98,99,"discrimination",15,"Huls cannot tell minor differences",-1
"757",1,36,36,"neg",100,99,"eyes",11,"Norps have eyes set vertically, not horizontally",1
"758",1,36,36,"neg",100,99,"deception",11,"Toffs hide when they have stolen food",1
"759",1,36,36,"neg",100,100,"limbs",11,"Vems have 5 limbs, Chups only 2",0
"760",1,36,36,"neg",100,99,"blood",11,"Shuks have yellow blood",1
"761",1,35,35,"pos",100,100,"eyes",10,"How their eyes are placed. Geks have eyes side by side, chups on top of one another.",0
"762",1,35,35,"pos",100,100,"mirror",12,"The only difference between two is that Xons ignore the mirror when they clean themselves.",0
"763",1,35,35,"pos",100,100,"trace",16,"Vems only made the association between light and a treat when the treat was given to them immediately.",0
"764",1,35,35,"pos",100,100,"DNA",12,"Dob have similar chemical building blocks that make up human DNA, Fiks do not.",0
"765",1,35,35,"pos",100,100,"limbs",10,"Lemms have 2 arm-like limbs, Toffs have five.",0
"766",1,35,35,"pos",100,100,"discrimination",14,"Zags can tell the difference between similar objects, whereas Huls are unable to tell the diffence between two similar objects.",0
"767",1,35,35,"pos",100,100,"deception",10,"Elms hide when they steal food. Yubs do not hide when they steal food.",0
"768",1,35,35,"pos",100,100,"blood",10,"Norp blood is red. Rub blood is yellow.",0
"769",1,34,34,"neg",83,83,"deception",11,"Guilt, cowardice",0
"770",1,34,34,"pos",80,80,"DNA",11,"Their dna",0
"771",1,34,34,"pos",70,71,"limbs",9,"More arms",-1
"772",1,34,34,"neg",86,86,"eyes",11,"Eye location",0
"773",1,34,34,"neg",86,81,"discrimination",15,"Better eye sight",5
"774",1,34,34,"pos",75,76,"blood",9,"Blood colour",-1
"775",1,34,34,"neg",87,83,"mirror",13,"Forehead cleanliness",4
"776",1,34,34,"pos",86,74,"trace",15,"Memory",12
"777",1,33,33,"neg",100,100,"blood",10,"colour of blood",0
"778",1,33,33,"pos",100,100,"deception",10,"confidence",0
"779",1,33,33,"pos",100,100,"trace",14,"their intelligence",0
"780",1,33,33,"neg",100,100,"limbs",10,"number of arms",0
"781",1,33,33,"pos",100,100,"mirror",12,"their cleanliness",0
"782",1,33,33,"pos",100,100,"discrimination",14,"their intelligence",0
"783",1,33,33,"neg",100,100,"DNA",12,"Similarity to human DNA",0
"784",1,33,33,"neg",100,100,"eyes",12,"position of eyes",0
"785",1,32,32,"neg",100,100,"DNA",13,"vems genes are made of the same chemicals as human genes but yubs are not",0
"786",1,32,32,"neg",100,100,"deception",11,"shuks will try to hide whilst toffs wont when caught stealing food",0
"787",1,32,32,"neg",100,100,"discrimination",15,"Huls can tell the difference between similar objects but elms can't",0
"788",1,32,32,"neg",100,100,"eyes",13,"leems have right and left eyes but zags are one above the other",0
"789",1,32,32,"neg",100,100,"blood",11,"Norp blood is red, whereas Pod blood is yellow.",0
"790",1,32,32,"neg",100,100,"mirror",13,"geks act on theoir eeflevtion in a mirror but rubs don't",0
"791",1,32,32,"pos",100,100,"limbs",9,"Xons have two arm-like limbs, whereas Chups have five.",0
"792",1,32,32,"neg",100,100,"trace",15,"fiks have no memory",0
"793",1,31,31,"pos",75,66,"deception",10,"Chups hide after stealing, Pods do not.",9
"794",1,31,31,"pos",76,59,"mirror",12,"Rubs ignore mirrors",17
"795",1,31,31,"pos",83,75,"discrimination",14,"Norps cannot differentiate objects",8
"796",1,31,31,"pos",77,63,"trace",14,"Zags have a poorer memory function",14
"797",1,31,31,"neg",47,47,"blood",12,"In the colour of their blood",0
"798",1,31,31,"neg",46,46,"limbs",10,"Dobs have more arms",0
"799",1,31,31,"pos",53,53,"eyes",12,"The positioning of their eyes",0
"800",1,31,31,"pos",56,55,"DNA",12,"Leems more similar to humans",1
"801",1,30,30,"pos",98,82,"trace",13,"zags are different as they can make the association between the light and treat, when the treat was given straight away, Dobs made the association even after the treat was given longer than a second",16
"802",1,30,30,"pos",97,82,"DNA",11,"xons bear no resemblance to human genes and have no chemical resemblance to human dna",15
"803",1,30,30,"pos",100,79,"eyes",11,"SHUKS eyes are different and situated above the other rather than side by side like the huls",21
"804",1,30,30,"pos",100,84,"discrimination",13,"chubs can not tell the difference between similar objects where as fiks can",16
"805",1,30,30,"neg",97,94,"limbs",11,"Leems have five arms Elms only have two",3
"806",1,30,30,"pos",100,100,"blood",11,"Pod blood is yellow and rubs is red",0
"807",1,30,30,"neg",98,99,"mirror",13,"Norps ignore mirrors when they see one where as yubs dont",-1
"808",1,30,30,"neg",87,100,"deception",11,"TOffs do not attempt to hide themselves when caught stealing food where as Geks will hide themselves",-13
"809",1,29,29,"pos",100,52,"limbs",10,"Number of limbs",48
"810",1,29,29,"neg",100,100,"deception",12,"Dobs hide when caught stealing, Yubs do not",0
"811",1,29,29,"pos",100,100,"discrimination",12,"Chubs can tell the difference between similar objects, Leems can't",0
"812",1,29,29,"pos",0,0,"DNA",10,"Zag genes bear resemblence to human DNA, Fiks' do not",0
"813",1,29,29,"pos",100,100,"eyes",10,"Eye positioning",0
"814",1,29,29,"pos",100,100,"blood",10,"Color of blood",0
"815",1,29,29,"neg",84,100,"trace",14,"Time of expecting a treat after the flashlight test",-16
"816",1,29,29,"pos",88,100,"mirror",12,"Ability to aknowledge mirrors",-12
"817",1,28,28,"neg",0,0,"DNA",11,"different DNA building blocks",0
"818",1,28,28,"neg",0,0,"limbs",11,"different number of arms",0
"819",1,28,28,"neg",81,21,"trace",15,"Higher thinking",60
"820",1,28,28,"neg",89,18,"mirror",13,"self identification",71
"821",1,28,28,"neg",0,0,"eyes",11,"position of eyes",0
"822",1,28,28,"neg",67,33,"deception",13,"understanding danger/guilt",34
"823",1,28,28,"neg",85,66,"discrimination",13,"eye sight",19
"824",1,28,28,"neg",0,0,"blood",11,"colour of blood",0
"825",1,27,27,"pos",100,57,"discrimination",12,"Xons and Toffs has similar abilities of seeing things and learning simple rules, but the different amongst them is Xons can tell the difference between very similar object, but Toffs can't",43
"826",1,27,27,"pos",95,55,"trace",14,"elms has faster accuracy",40
"827",1,27,27,"pos",77,55,"DNA",10,"their DNA",22
"828",1,27,27,"pos",100,0,"limbs",10,"Their arm",100
"829",1,27,27,"pos",100,0,"blood",10,"color of blood",100
"830",1,27,27,"pos",100,0,"deception",12,"they are afraid",100
"831",1,27,27,"pos",100,62,"mirror",12,"sensitive to mirror",38
"832",1,27,27,"pos",100,0,"eyes",10,"their eyes",100
"833",1,26,26,"neg",100,100,"eyes",11,"different eye placement",0
"834",1,26,26,"neg",100,100,"blood",11,"different blood colour",0
"835",1,26,26,"neg",100,100,"mirror",13,"self recognition",0
"836",1,26,26,"pos",100,100,"limbs",9,"number of limbs",0
"837",1,26,26,"pos",100,100,"deception",11,"self preservation",0
"838",1,26,26,"neg",100,100,"trace",15,"associative learning",0
"839",1,26,26,"neg",100,100,"DNA",11,"DNA chemical difference",0
"840",1,26,26,"neg",100,100,"discrimination",13,"object recognition",0
"841",1,25,25,"neg",57,56,"limbs",10,"number of arms",1
"842",1,25,25,"pos",56,56,"discrimination",12,"difference between objects",0
"843",1,25,25,"pos",64,62,"eyes",10,"different eye position",2
"844",1,25,25,"pos",57,55,"blood",10,"colour of blood",2
"845",1,25,25,"pos",61,33,"deception",10,"awareness",28
"846",1,25,25,"pos",62,46,"DNA",10,"their DNA",16
"847",1,25,25,"pos",54,52,"trace",14,"association with light",2
"848",1,25,25,"pos",59,58,"mirror",12,"vision reflection",1
"849",1,24,24,"pos",48,49,"trace",13,"Elms needed the treat to be given immediately whereas Dobs could wait one second for the treat.",-1
"850",1,24,24,"neg",20,20,"DNA",11,"Sags building blocks are not at all like human DNA whereas Gek's ones are mode up of the same as human DNA.",0
"851",1,24,24,"pos",61,61,"discrimination",11,"Toffs can tell the difference between similar objects but Chups cannot.",0
"852",1,24,24,"neg",16,15,"limbs",11,"Xons has 2 arm-like limbs, but Rubs have 3 more.",1
"853",1,24,24,"neg",23,22,"eyes",11,"Shuks eyes are vertical, Leems are side by side",1
"854",1,24,24,"pos",64,63,"mirror",11,"Pods ignore dirt, Vems clean it off.",1
"855",1,24,24,"neg",31,31,"blood",11,"Blood colour - red for Yubs, yellow for Fiks",0
"856",1,24,24,"pos",76,74,"deception",9,"Norps don't hide when caught stealing, Huls hide.",2
"857",1,23,23,"pos",100,100,"eyes",10,"eye position",0
"858",1,23,23,"pos",100,95,"trace",12,"recognition of treat signal",5
"859",1,23,23,"neg",100,100,"deception",10,"Hiding when caught",0
"860",1,23,23,"pos",100,100,"limbs",10,"number of arms",0
"861",1,23,23,"pos",100,95,"mirror",10,"behaviour towards dirt on forehead",5
"862",1,23,23,"pos",100,100,"blood",10,"colour of blood",0
"863",1,23,23,"pos",100,100,"discrimination",10,"recognition of similar objects",0
"864",1,23,23,"pos",100,100,"DNA",10,"chemical DNA make-up",0
"865",1,22,22,"neg",97,100,"blood",11,"Toffs blood did red and leeks yellow",-3
"866",1,22,22,"neg",94,100,"DNA",11,"Shuks dna bears no resemblance to humans but dobs does",-6
"867",1,22,22,"neg",100,100,"deception",11,"Yubs hide when stealing food. Xons do not",0
"868",1,22,22,"neg",100,100,"discrimination",11,"Pods are unable to tell the difference between similar items. But rubs can",0
"869",1,22,22,"neg",100,100,"eyes",11,"Zags eyes are one above the other. Elms are not",0
"870",1,22,22,"neg",100,100,"limbs",11,"Nope have two arms fiks have 5",0
"871",1,22,22,"neg",100,100,"mirror",11,"Chups ignore dirty faces. Geks do not",0
"872",1,22,22,"neg",98,98,"trace",13,"Huls and vems recated different to lights and treats",0
"873",1,21,21,"pos",100,100,"blood",10,"their blood colour",0
"874",1,21,21,"neg",100,100,"mirror",12,"dirt on face",0
"875",1,21,21,"pos",100,100,"limbs",10,"amount of arms",0
"876",1,21,21,"pos",100,100,"DNA",10,"human dna chemicals",0
"877",1,21,21,"pos",100,100,"eyes",10,"eye position",0
"878",1,21,21,"neg",100,100,"discrimination",12,"understand object differences",0
"879",1,21,21,"neg",100,100,"trace",14,"conditioning requirements",0
"880",1,21,21,"neg",100,100,"deception",12,"tactics when caught",0
"881",1,20,20,"pos",100,100,"discrimination",11,"tell the difference between similar objects",0
"882",1,20,20,"pos",100,100,"limbs",9,"two arms vs five arms",0
"883",1,20,20,"neg",100,100,"mirror",13,"huls ignores mirrors",0
"884",1,20,20,"pos",100,73,"trace",13,"shuks recognise treats one second after the light",27
"885",1,20,20,"neg",100,100,"eyes",11,"position of their eyes",0
"886",1,20,20,"pos",100,62,"deception",11,"dobs hide themselves when caught stealing food",38
"887",1,20,20,"neg",100,100,"blood",11,"colour of their blood",0
"888",1,20,20,"neg",100,100,"DNA",11,"different dna",0
"889",1,19,19,"pos",84,84,"deception",10,"Chups try to hide when caught stealing food; Geks do not.",0
"890",1,19,19,"neg",85,84,"limbs",10,"number of limbs",1
"891",1,19,19,"pos",88,89,"DNA",10,"human DNA resemblance",-1
"892",1,19,19,"pos",83,84,"blood",10,"blood colour",-1
"893",1,19,19,"pos",93,84,"discrimination",10,"visual discrimination",9
"894",1,19,19,"pos",92,79,"mirror",12,"self recognition",13
"895",1,19,19,"pos",87,88,"eyes",10,"eye layout",-1
"896",1,19,19,"pos",90,80,"trace",12,"Pavlovian response timeout",10
"897",1,18,18,"pos",73,74,"blood",9,"Blood colour",-1
"898",1,18,18,"neg",71,71,"trace",13,"urge satisfaction",0
"899",1,18,18,"neg",89,68,"discrimination",11,"detail oriented",21
"900",1,18,18,"pos",53,52,"limbs",9,"Number of arms",1
"901",1,18,18,"neg",52,52,"eyes",11,"Eye position",0
"902",1,18,18,"neg",80,63,"mirror",13,"Direct visual stimulous",17
"903",1,18,18,"neg",63,74,"deception",11,"Cowardice behavior",-11
"904",1,18,18,"neg",60,59,"DNA",11,"Biochemical materials",1
"905",1,17,17,"pos",67,62,"trace",12,"Zags are better at association/conditioning.",5
"906",1,17,17,"neg",50,50,"limbs",10,"Chups have three less arms than Vems.",0
"907",1,17,17,"pos",48,50,"eyes",10,"Rubs have horizontally aligned eyes.",-2
"908",1,17,17,"neg",50,51,"blood",10,"Elm blood is red. Yub blood is yellow.",-1
"909",1,17,17,"pos",57,52,"deception",10,"Norps attempt to hide themselves when caught stealing.",5
"910",1,17,17,"pos",50,50,"DNA",10,"Huls DNA building blocks are the same as humans, Dobs are not.",0
"911",1,17,17,"pos",60,50,"discrimination",10,"Leems can differentiate small differences, Geks cannot.",10
"912",1,17,17,"pos",62,52,"mirror",12,"Toffs can recognize mirrors. Xons ignore the mirror.",10
"913",1,16,16,"neg",100,100,"DNA",11,"building blocks of genes",0
"914",1,16,16,"neg",100,100,"eyes",11,"orientation of eyes",0
"915",1,16,16,"neg",100,98,"discrimination",11,"ability to differentiate between similar objects",2
"916",1,16,16,"neg",100,100,"deception",11,"reaction when caught stealing",0
"917",1,16,16,"neg",100,100,"blood",11,"color of blood",0
"918",1,16,16,"neg",100,100,"limbs",11,"number of arm-like limbs",0
"919",1,16,16,"pos",100,51,"mirror",11,"reaction to own image in mirror",49
"920",1,16,16,"pos",50,45,"trace",11,"association time between stimulus and treat",5
"921",1,15,15,"neg",100,100,"DNA",12,"Toffs have resemblance to human DNA and Chups do not.",0
"922",1,15,15,"pos",100,100,"trace",10,"Norps associate light with treat better than Rubs.",0
"923",1,15,15,"pos",100,100,"eyes",10,"Xons eyes are more human like whereas Dobs are one above the other.",0
"924",1,15,15,"pos",100,100,"limbs",10,"Elms have two limbs and Pods have five.",0
"925",1,15,15,"neg",100,100,"discrimination",12,"Yubs seem a little more intelligent.",0
"926",1,15,15,"neg",100,100,"mirror",12,"Huls can act when seeing things in a mirror.",0
"927",1,15,15,"pos",100,100,"blood",10,"Vems have a diiferent colour blood.",0
"928",1,15,15,"pos",100,100,"deception",10,"Geks are more self conscious than Fiks.",0
"929",1,14,14,"neg",94,95,"eyes",11,"Positioning of their eyes",-1
"930",1,14,14,"pos",100,100,"deception",9,"Hiding/not hiding when caught",0
"931",1,14,14,"neg",49,50,"limbs",11,"the number of arm limbs",-1
"932",1,14,14,"neg",48,50,"blood",11,"colour of blood",-2
"933",1,14,14,"neg",100,100,"trace",11,"reaction to light",0
"934",1,14,14,"neg",100,100,"discrimination",13,"distinguishing between objects",0
"935",1,14,14,"neg",100,100,"mirror",13,"reaction to dirt",0
"936",1,14,14,"neg",52,52,"DNA",13,"DNA difference",0
"937",1,13,13,"pos",100,100,"trace",10,"The amount of time that it takes to make an association between a flash of light and a treat",0
"938",1,13,13,"pos",86,86,"DNA",12,"Elm genes are made up of the same building blocks as human DNA and Vems aren't",0
"939",1,13,13,"pos",100,100,"mirror",12,"Fiks use mirrors and zags ignore mirrors and what they see in them",0
"940",1,13,13,"pos",100,100,"discrimination",12,"Huls can't tell the difference between similar objects while the Norps can",0
"941",1,13,13,"pos",100,100,"eyes",10,"Chups eyes are one above the other and Pods are side by side",0
"942",1,13,13,"pos",92,93,"limbs",10,"Shuks have 2 libs and Xons have 5",-1
"943",1,13,13,"neg",100,100,"deception",10,"Toffs don't hide themselves when caught stealing while the Rubs do",0
"944",1,13,13,"pos",91,93,"blood",10,"Dob blood is red and Leem's blood is yellow",-2
"945",1,12,12,"neg",90,80,"mirror",13,"vems ignore the mirror, xons use the mirror",10
"946",1,12,12,"neg",100,100,"trace",11,"Geks worse memory",0
"947",1,12,12,"neg",100,100,"eyes",11,"Toffs have human-like eyes",0
"948",1,12,12,"neg",100,100,"deception",11,"Shuks aren't afraid of being caught",0
"949",1,12,12,"neg",100,100,"discrimination",13,"Pods have higher intellegence",0
"950",1,12,12,"pos",100,100,"blood",9,"Different colour blood",0
"951",1,12,12,"pos",100,100,"DNA",11,"Fiks are more similar to humans",0
"952",1,12,12,"neg",100,100,"limbs",11,"Chups are more human-like",0
"953",1,11,11,"neg",100,100,"deception",12,"Huls experience embarrassment",0
"954",1,11,11,"neg",48,49,"DNA",12,"Difference in DNA chemistry",-1
"955",1,11,11,"neg",100,100,"mirror",14,"Dobs are more self-concious",0
"956",1,11,11,"neg",68,69,"limbs",12,"Rubs have fewer limbs",-1
"957",1,11,11,"neg",88,87,"eyes",12,"Eye placement",1
"958",1,11,11,"neg",100,100,"discrimination",14,"Zags can better differentiate",0
"959",1,11,11,"neg",75,76,"blood",10,"Blood colour",-1
"960",1,11,11,"neg",100,100,"trace",12,"Understanding of delayed rewards",0
"961",1,10,10,"neg",88,67,"trace",13,"Geks were about to associate between the light and the treat even when the treat was given after 1 second of the light. However, Fiks were only able to associate between the light and the treat when given the treat immediately.",21
"962",1,10,10,"neg",54,55,"eyes",13,"Pods have two eyes that are horizontal whereas Vems have two eyes that are vertical.",-1
"963",1,10,10,"neg",84,32,"deception",13,"Toffs and Yubs both steal food from their neighbours, however, when caught, Toffs attempt to hide themselves whereas Yubs do not attempt to hide themselves.",52
"964",1,10,10,"neg",50,53,"limbs",13,"Zags have two arm-like limbs and Huls have 5.",-3
"965",1,10,10,"neg",50,53,"discrimination",15,"Rubs can tell the difference between very similar objects but Chups cannot.",-3
"966",1,10,10,"neg",54,53,"DNA",13,"Dobs have the same chemical building blocks as human DNA but Shuks do not.",1
"967",1,10,10,"neg",58,47,"blood",11,"Norp blood is red and Xon blood is yellow",11
"968",1,10,10,"neg",75,40,"mirror",15,"Elms clean dirt from their forehead by rubbing their face whereas Leems ignore it.",35
"969",1,9,9,"pos",100,100,"discrimination",14,"Huls can tell the difference between similar objects",0
"970",1,9,9,"pos",100,100,"DNA",12,"DNA building blocks",0
"971",1,9,9,"neg",100,100,"blood",12,"colour of blood",0
"972",1,9,9,"pos",100,100,"trace",12,"treat association",0
"973",1,9,9,"pos",100,100,"deception",12,"hiding when caught",0
"974",1,9,9,"pos",100,100,"limbs",12,"number of arms",0
"975",1,9,9,"pos",100,100,"mirror",14,"ignore the mirror",0
"976",1,9,9,"pos",100,100,"eyes",12,"eye position",0
"977",1,8,8,"pos",47,50,"limbs",11,"Different number of arms",-3
"978",1,8,8,"pos",25,26,"DNA",11,"Different gene types",-1
"979",1,8,8,"pos",72,21,"discrimination",13,"Different conscious levels",51
"980",1,8,8,"pos",29,29,"blood",11,"Different blood colour",0
"981",1,8,8,"pos",63,39,"trace",11,"Different conscious levels",24
"982",1,8,8,"pos",83,27,"deception",11,"Different conscious levels",56
"983",1,8,8,"pos",29,31,"eyes",11,"Different eye placement",-2
"984",1,8,8,"pos",85,62,"mirror",13,"Different cleanliness",23
"985",1,7,7,"pos",78,24,"deception",10,"Shuks try to hide when caught stealing food, Norps do not.",54
"986",1,7,7,"pos",54,53,"discrimination",12,"Telling difference between objects",1
"987",1,7,7,"pos",68,59,"DNA",10,"Human dna chemicals",9
"988",1,7,7,"pos",75,76,"limbs",10,"Zags more arms",-1
"989",1,7,7,"pos",85,75,"eyes",10,"Placement of eyes",10
"990",1,7,7,"pos",83,69,"blood",10,"Different blood colours",14
"991",1,7,7,"pos",100,81,"mirror",12,"Cleaniness of face",19
"992",1,7,7,"pos",95,85,"trace",10,"Association learning times",10
"993",1,6,6,"neg",51,49,"eyes",11,"eye postioning",2
"994",1,6,6,"neg",51,50,"mirror",13,"don't understand mirrors",1
"995",1,6,6,"pos",50,51,"limbs",9,"elms have more arms",-1
"996",1,6,6,"neg",50,49,"trace",11,"xons seem more intelligent",1
"997",1,6,6,"pos",51,50,"blood",9,"blood colour",1
"998",1,6,6,"neg",51,50,"deception",11,"understand wrongdoing",1
"999",1,6,6,"neg",48,50,"DNA",11,"their chemical make up",-2
"1000",1,6,6,"neg",49,50,"discrimination",13,"seem more intelligent",-1
"1001",1,5,5,"neg",88,88,"blood",10,"different coloured blood",0
"1002",1,5,5,"pos",91,86,"trace",10,"Rubs more perceptive",5
"1003",1,5,5,"neg",89,89,"limbs",10,"three limbs",0
"1004",1,5,5,"pos",88,88,"DNA",10,"chemical building blocks",0
"1005",1,5,5,"pos",98,91,"deception",10,"remorse and shame",7
"1006",1,5,5,"neg",95,95,"eyes",12,"position of eyes",0
"1007",1,5,5,"pos",96,95,"mirror",12,"consciousness of reflection",1
"1008",1,5,5,"pos",97,88,"discrimination",12,"object distinction",9
"1009",1,4,4,"pos",66,67,"blood",9,"Different blood colour",-1
"1010",1,4,4,"neg",83,59,"deception",11,"Elms don't hide",24
"1011",1,4,4,"neg",73,90,"limbs",11,"Shuks have more limbs",-17
"1012",1,4,4,"neg",90,63,"mirror",13,"Dobs ignore mirrors",27
"1013",1,4,4,"neg",90,54,"trace",11,"Xons need things instantly",36
"1014",1,4,4,"neg",75,76,"eyes",13,"Huls have 4 eyes",-1
"1015",1,4,4,"neg",94,63,"discrimination",13,"Cant tell the difference between simple things",31
"1016",1,4,4,"pos",79,70,"DNA",9,"Yubs are more like humans",9
"1017",1,3,3,"pos",100,100,"limbs",10,"Limbs",0
"1018",1,3,3,"pos",100,96,"eyes",12,"Eyes",4
"1019",1,3,3,"pos",100,100,"DNA",8,"Dna",0
"1020",1,3,3,"pos",96,96,"mirror",12,"Cleanliness",0
"1021",1,3,3,"pos",91,98,"trace",10,"Reactions",-7
"1022",1,3,3,"pos",99,99,"blood",8,"Blood",0
"1023",1,3,3,"pos",97,100,"deception",10,"Reactions",-3
"1024",1,3,3,"pos",100,100,"discrimination",12,"Senses",0
"1025",1,2,2,"pos",76,61,"discrimination",11,"Elms can see the difference between similar objects",15
"1026",1,2,2,"pos",81,76,"eyes",11,"Toffs have eyes side by side",5
"1027",1,2,2,"pos",86,51,"limbs",9,"Xons have two arm limbs",35
"1028",1,2,2,"pos",81,60,"mirror",11,"Pods remove the spec of dirt in their forehead",21
"1029",1,2,2,"neg",98,100,"blood",9,"red blood",-2
"1030",1,2,2,"neg",88,64,"deception",11,"attempt to hide stolen food",24
"1031",1,2,2,"neg",50,91,"DNA",9,"chemical remsemblance",-41
"1032",1,2,2,"neg",74,89,"trace",11,"association between light and treat",-15
"1033",1,1,1,"pos",87,88,"eyes",10,"Eye placement",-1
"1034",1,1,1,"neg",69,69,"blood",10,"Blood colour",0
"1035",1,1,1,"neg",89,88,"limbs",10,"Number of arms",1
"1036",1,1,1,"pos",82,64,"trace",10,"Attention span",18
"1037",1,1,1,"pos",100,63,"discrimination",10,"Perception of change",37
"1038",1,1,1,"neg",71,71,"DNA",10,"Chemical content",0
"1039",1,1,1,"pos",100,72,"deception",10,"Shame or fear",28
"1040",1,1,1,"pos",100,31,"mirror",10,"Self consciousness",69
"1041",2,130,130,"pos",53,53,"eyes",10,"eye positioning",0
"1042",2,130,130,"pos",55,55,"mirror",14,"ignore dirt",0
"1043",2,130,130,"pos",55,50,"blood",10,"blood color",5
"1044",2,130,130,"pos",54,46,"DNA",12,"human DNA genes",8
"1045",2,130,130,"pos",56,50,"trace",12,"associate light treat",6
"1046",2,130,130,"pos",55,50,"limbs",10,"arm limb amount",5
"1047",2,130,130,"neg",35,34,"deception",11,"hide when stealing",1
"1048",2,130,130,"pos",57,44,"discrimination",20,"difference between objects",13
"1049",2,129,129,"neg",59,62,"discrimination",21,"Leems can tell the difference between similar objects but Norps cannot.",-3
"1050",2,129,129,"neg",71,48,"mirror",15,"Chups may not be able to see themselves in the mirror while fiks can.",23
"1051",2,129,129,"neg",70,73,"blood",11,"dob blood is yellow but xon blood is red.",-3
"1052",2,129,129,"neg",65,68,"deception",12,"hiding behaviors",-3
"1053",2,129,129,"pos",66,66,"limbs",9,"limb #",0
"1054",2,129,129,"neg",66,65,"eyes",11,"eye placement",1
"1055",2,129,129,"neg",63,65,"trace",13,"training ability",-2
"1056",2,129,129,"neg",62,63,"DNA",13,"DNA similarity to humans",-1
"1057",2,128,128,"pos",84,53,"deception",11,"Dobs experience shame",31
"1058",2,128,128,"pos",58,52,"DNA",12,"Chemical building blocks",6
"1059",2,128,128,"neg",60,61,"trace",14,"Robs learn better",-1
"1060",2,128,128,"neg",71,58,"discrimination",22,"Geks have better eyes",13
"1061",2,128,128,"pos",91,59,"mirror",14,"Yubs are self-aware",32
"1062",2,128,128,"pos",48,50,"limbs",8,"Less Arms",-2
"1063",2,128,128,"pos",50,51,"blood",10,"Blood Color",-1
"1064",2,128,128,"pos",50,50,"eyes",10,"Eye placement",0
"1065",2,127,127,"neg",100,100,"limbs",9,"leems have more arm like limbs 3 more",0
"1066",2,127,127,"pos",100,100,"DNA",11,"xons do not have resemblance to human dna",0
"1067",2,127,127,"pos",100,100,"eyes",9,"shuks have eyes that are on top of each other",0
"1068",2,127,127,"pos",100,100,"mirror",13,"vems dont get dirt off their forehead",0
"1069",2,127,127,"neg",100,81,"deception",12,"dobs will hide when caught and norps do not",19
"1070",2,127,127,"neg",100,100,"discrimination",23,"huls cannot tell the difference between objects that look the same",0
"1071",2,127,127,"pos",100,100,"blood",9,"they have different colored blood",0
"1072",2,127,127,"neg",100,100,"trace",15,"they have different reaction times to the treat",0
"1073",2,126,126,"neg",75,77,"blood",10,"They have different colored blood",-2
"1074",2,126,126,"pos",92,61,"mirror",12,"Shuks do no react to their images in a mirror",31
"1075",2,126,126,"pos",95,69,"deception",11,"Elms do not hide themselves when stealing food",26
"1076",2,126,126,"pos",54,56,"DNA",10,"Norps have the same DNA building blocks as humans and Fiks do not",-2
"1077",2,126,126,"neg",59,59,"eyes",10,"Xons eyes sit on top of each other",0
"1078",2,126,126,"pos",82,56,"trace",14,"Chups do not associate treats with light for very long",26
"1079",2,126,126,"neg",74,72,"limbs",10,"Leems have 5 arms and Geks have two",2
"1080",2,126,126,"pos",79,80,"discrimination",22,"Yubs cannot tell the difference between similar things like Rubs can",-1
"1081",2,125,125,"pos",85,13,"deception",10,"Hide after stealing",72
"1082",2,125,125,"pos",85,69,"discrimination",21,"Can differentiate objects",16
"1083",2,125,125,"pos",85,72,"mirror",11,"removing head dirt",13
"1084",2,125,125,"pos",85,82,"trace",13,"Patience with rewards",3
"1085",2,125,125,"neg",79,80,"limbs",11,"only 2 limbs",-1
"1086",2,125,125,"pos",92,92,"eyes",9,"horizontal aligned eyes",0
"1087",2,125,125,"pos",90,87,"blood",9,"blood is red",3
"1088",2,125,125,"neg",60,61,"DNA",11,"human-like blocks",-1
"1089",2,124,124,"neg",48,47,"discrimination",22,"Rubs can tell the difference between very similar objects whereas chups can't.",1
"1090",2,124,124,"pos",60,44,"mirror",10,"their response to looking in the mirror",16
"1091",2,124,124,"neg",51,51,"blood",10,"blood colour",0
"1092",2,124,124,"pos",53,52,"DNA",10,"Their DNA make up",1
"1093",2,124,124,"neg",48,49,"trace",14,"the rate of association",-1
"1094",2,124,124,"pos",50,50,"limbs",10,"arm like limbs",0
"1095",2,124,124,"neg",51,70,"deception",11,"Whether they hide when caught",-19
"1096",2,124,124,"neg",45,45,"eyes",10,"eye position",0
"1097",2,123,123,"pos",71,69,"eyes",9,"Chups have a right and left eye whereas fiks have two eyes one on top of eachother",2
"1098",2,123,123,"pos",75,50,"limbs",9,"One has two arm like limbs one has five arm like limbs",25
"1099",2,123,123,"neg",79,50,"mirror",11,"dobs and toffs are clean but when it comes to seeing dirt in the mirror on them toffs ignore it",29
"1100",2,123,123,"neg",50,71,"blood",11,"Yubs blood is red and xon blood is yellow other than that they are identical",-21
"1101",2,123,123,"pos",66,22,"discrimination",21,"One can identify similar objects one can not",44
"1102",2,123,123,"neg",50,57,"DNA",11,"The vems has no chemical resemblance to human dna whereas the leem does",-7
"1103",2,123,123,"pos",76,50,"trace",13,"The shunks are only able to associate with the light when a treat is given immdediatley whereas the huls is different",26
"1104",2,123,123,"neg",50,75,"deception",12,"they both steal food but when it comes to getting caught the norps hides its self",-25
"1105",2,122,122,"pos",78,55,"trace",12,"Fiks could associate the flash of a light with a reward even when there was a delay. Fiks have better long term memory.",23
"1106",2,122,122,"pos",93,42,"mirror",10,"Huls can identify themselves in a mirror. Huls seem to have more conscious.",51
