"","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","chain_number","consc_diff"
"173","5e399832a6df461b2f4db341",9,"pos",100,100,"self",10,"Geks are... able to self-recognise, they like to stay clean and will wipe away flecks of dirt they see in the mirror. Huls also like to be clean but dont recognise themselves in the mirror, evidences by their lack of recognition to seeing dirt on themselves in the mirror. Both live in small groups and sometimes steal from their neighbours, Geks try to hide but Huls dont.",3,0
"174","5e399832a6df461b2f4db341",9,"pos",100,100,"time",14,"Dobs are... able to understand that they need the triangle key to open the box and access the berries, whereas Chups dont show a preference for selecting the triangle key. When given unripe fruit the Dobs do not immediately eat them, instead they wait, whereas in the same situation the Chups would eat the fruit immediately.",3,0
"175","5e399832a6df461b2f4db341",9,"pos",100,100,"biology",16,"Leems are... made up of the same DNA as humans, whereas Shuks aren't. Leems also bleed red, whereas Shuks bleed yellow.",3,0
"176","5e399832a6df461b2f4db341",9,"pos",100,100,"pRichness",14,"Elms are... able to discriminate between very similar object, unlike Toffs. Elms are able to make an associate between the light and the treat even with a delay, unlike Toffs who could only associate with no time delay.",3,0
"177","5f6c9e7e9d4078069e0d5e08",8,"pos",97,75,"time",13,"Shuks are more able than Rubs to make plans for for the future",3,22
"178","5f6c9e7e9d4078069e0d5e08",8,"pos",100,100,"eRichness",9,"Huls are more able than Chups to make decisions based on what they like and dislike",3,0
"179","5f6c9e7e9d4078069e0d5e08",8,"neg",50,50,"appearance",11,"Leems are have right and left eyes and two humanoid type arms; Zags have two eyes one above the other, and five arms",3,0
"180","5f6c9e7e9d4078069e0d5e08",8,"pos",100,92,"self",9,"Norps are able to recognise themselves in a mirror, and also a figurative mirror (recognising behaviour). Elms cannot.",3,8
"181","5f6c9e7e9d4078069e0d5e08",8,"neg",50,50,"size",11,"Yubs are much taller and heavier than Toffs",3,0
"182","5f6c9e7e9d4078069e0d5e08",8,"neg",89,89,"unity",11,"Fiks are more able to recognise and integrate stimulus to different senses",3,0
"183","5f6c9e7e9d4078069e0d5e08",8,"neg",100,98,"pRichness",15,"Pods are able to recognise even subtle differences between similar objects, and to make connections between events, even if the time varies. Geks cannot.",3,2
"184","5f6c9e7e9d4078069e0d5e08",8,"neg",50,50,"biology",17,"Dobs are more similar to humans; their DNA is made up of the same four components and their blood is red. This is not true for Xons.",3,0
"185","5e827e743fc2bd0f3dcfc34d",7,"pos",82,50,"time",12,"Elms are... will mostly follow instructions or familiar steps. They also like to wait until their fruits are ripe to indulge",3,32
"186","5e827e743fc2bd0f3dcfc34d",7,"pos",88,48,"pRichness",14,"Fiks are... able to comprehend rules when given a task.They don't just rush to do something. they think before they act",3,40
"187","5e827e743fc2bd0f3dcfc34d",7,"pos",51,50,"appearance",10,"Rubs are... they have different body types specifically with their eyes and arms",3,1
"188","5e827e743fc2bd0f3dcfc34d",7,"pos",56,50,"unity",10,"Yubs are... enhanced in having photographic memory. they have a special skill",3,6
"189","5e827e743fc2bd0f3dcfc34d",7,"pos",83,10,"self",8,"Dobs are... OCD AND FEEL GUILTY WHEN THEY ARE CAUGHT DOING SOMETHING WRONG",3,73
"190","5e827e743fc2bd0f3dcfc34d",7,"pos",46,47,"eRichness",8,"Shuks are... VERY EMPTHATIC. THEY HAVE A RANGE OF EMOTIONS.",3,-1
"191","5e827e743fc2bd0f3dcfc34d",7,"pos",54,50,"biology",16,"Vems are... HAVE A DIFFERENT COLOR OF BLOOD AND THEY ALSO HSVE HUMAN GENETIC MAKUP",3,4
"192","5e827e743fc2bd0f3dcfc34d",7,"neg",57,57,"size",12,"Xons are... TALLER AND HEAVIER IN WEIGHT AND HEIGHT",3,0
"193","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"biology",15,"Dobs are... Dobs red veins. Vems are yellow.Dob genes are made up of the same four bases that make up human DNA, ACTG. The genes of Vems are made up of bases that bear no chemical resemblance to human DNA.",3,0
"194","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"time",11,"Huls are... able to see the space berries through the glass and understand why they needed a certain key. Fiks did not understand that a triangular key was needed. Huls also prefer the larger, sweeter space berries like Fiks but Fiks do not save them for later like Huls",3,0
"195","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"pRichness",13,"Xons are... able to learn simple rules and differentiate between very similar objects. Rubs are also able to do this but cannot differentiate between similar objects. Xions could differentiate between light and treat in all circumstances but Rubs were only able to do this when it was given straight away.",3,0
"196","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"self",7,"Zags are... clean and remove dirt when they see it. Geks are clean but they tend to ignore the fleck of dirt on the mirror. Zags live in groups and steal neighbour's food, but hide when they do so, Geks do the same but don't try and hide.",3,0
"197","58556f5f71a3ef0001cc94f1",6,"neg",100,100,"appearance",11,"Elms are... physically different from Toffs in that they have left and right eyes, where as Toffs have one above the other, unlike next to each other. Elms have 2 limbs, Toffs have 5.",3,0
"198","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"unity",9,"Yubs are... able to recognise fruit through touch. Chups aren't able to do this unless they have touched it before. Yubs are able to be trained to react to a photo of something but Chups can only recognise it through their left eye.",3,0
"199","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"eRichness",7,"Pods are... able to recognise emotions in faces but look away from the faces when in a bad mood. Norps also do but don't look away regardless of mood. Pods don't like cold weather and unsweet berries, Norps don't either but don't leave the room because of it.",3,0
"200","58556f5f71a3ef0001cc94f1",6,"pos",100,100,"size",11,"Shuks are... heavier and taller than Leems",3,0
"201","5d51f0cd8c48ca0001855d35",5,"pos",80,78,"size",10,"Chups are... taller than vems and weigh more.",3,2
"202","5d51f0cd8c48ca0001855d35",5,"neg",77,55,"appearance",12,"Geks are... less mobile than huls as they have less legs.",3,22
"203","5d51f0cd8c48ca0001855d35",5,"neg",100,38,"self",8,"Rubs are... more self-conscious than Elms and feel more guilt.",3,62
"204","5d51f0cd8c48ca0001855d35",5,"pos",88,45,"unity",8,"Xons are...smarter than Leems and more intellectual.",3,43
"205","5d51f0cd8c48ca0001855d35",5,"pos",88,50,"biology",14,"Pods are...more human-like than Shuks.",3,38
"206","5d51f0cd8c48ca0001855d35",5,"neg",59,85,"eRichness",8,"Yubs are... less resistant than Zags.",3,-26
"207","5d51f0cd8c48ca0001855d35",5,"neg",55,55,"time",12,"Dobs are... more similar to humans when it comes to reasoning tasks.",3,0
"208","5d51f0cd8c48ca0001855d35",5,"pos",80,47,"pRichness",12,"Toffs are... able to discriminate between things/objects more than Fiks.",3,33
"209","5dc97a605cb36e6919613bcd",4,"neg",65,65,"eRichness",9,"Xons are... they have more bad moods to Geks and disliked the cold more",3,0
"210","5dc97a605cb36e6919613bcd",4,"pos",74,58,"time",11,"Dobs are...more intelligent than Norps",3,16
"211","5dc97a605cb36e6919613bcd",4,"pos",83,71,"biology",13,"Huls are... more like humans than Zags. Huls blood is red, Zags blood is yellow",3,12
"212","5dc97a605cb36e6919613bcd",4,"pos",72,71,"appearance",11,"Toffs are... more like humans and have two eyes and two arms whereas Vems two eyes are one above the other and they have five arms",3,1
"213","5dc97a605cb36e6919613bcd",4,"pos",69,61,"pRichness",11,"Elms are...able to differentiate between different shades of red. They can also hold information in their memories for longer",3,8
"214","5dc97a605cb36e6919613bcd",4,"neg",67,68,"self",9,"Chups are...cleaner than Rubs and are also sneakier than Rubs",3,-1
"215","5dc97a605cb36e6919613bcd",4,"neg",84,77,"unity",9,"Pods are...able to recognise fruit without touching it first. They can also integrate information better between both eyes than Shuks",3,7
"216","5dc97a605cb36e6919613bcd",4,"neg",63,63,"size",11,"Fiks are...taller and heavier than Leems",3,0
"217","5eaa97d07eda6e01ec108107",3,"pos",0,0,"size",10,"weight and height",3,0
"218","5eaa97d07eda6e01ec108107",3,"pos",0,0,"pRichness",10,"Zags are able to associate two things with each other without them being present e.g. light = treat",3,0
"219","5eaa97d07eda6e01ec108107",3,"neg",90,29,"self",10,"Geks are more self-conscious",3,61
"220","5eaa97d07eda6e01ec108107",3,"pos",57,35,"biology",12,"Shuks are more similar genetically to humans",3,22
"221","5eaa97d07eda6e01ec108107",3,"neg",38,60,"unity",10,"Toffs are able to integrate information between both eyes, whereas Pods need to have interacted with the object e.g. hands, both eyes",3,-22
"222","5eaa97d07eda6e01ec108107",3,"neg",52,58,"appearance",12,"Dobs have forelimbs than Rubs and also have a different range of vision",3,-6
"223","5eaa97d07eda6e01ec108107",3,"neg",63,33,"time",12,"Chups are less impatient",3,30
"224","5eaa97d07eda6e01ec108107",3,"neg",35,72,"eRichness",10,"Fiks are motivated by rewards",3,-37
"225","5ef8bf948a48ac03adaad640",2,"neg",80,80,"unity",11,"Dobs are... recognise fruit from a print image make a squeak",3,0
"226","5ef8bf948a48ac03adaad640",2,"pos",79,82,"appearance",11,"Leems are... right and left eye, 2 arms elms 5 arms eyes on top of each other",3,-3
"227","5ef8bf948a48ac03adaad640",2,"neg",84,84,"pRichness",11,"Rubs are... light and treat a long time after, see difference in objects",3,0
"228","5ef8bf948a48ac03adaad640",2,"pos",90,74,"time",11,"Norps are... able to remember and process things days later, able to make wise choices ie wait for better things, not immediate gratification",3,16
"229","5ef8bf948a48ac03adaad640",2,"pos",84,84,"biology",11,"Chups are...more similar to humans in terms of dna and blood colour",3,0
"230","5ef8bf948a48ac03adaad640",2,"neg",80,73,"eRichness",11,"Xons are... react to external factors depending on their mood",3,7
"231","5ef8bf948a48ac03adaad640",2,"neg",87,71,"self",11,"Geks are... self aware - they remove dirt and hide if they have done something wrong",3,16
"232","5ef8bf948a48ac03adaad640",2,"neg",77,75,"size",11,"Pods are... 7st, 4ft",3,2
"233","600fad98481b471b76c467bc",1,"pos",100,100,"eRichness",10,"Elms are more able to stand the cold is it involves something the like as pods can only take a certain temperature. Elms also seem to not like to look at things they dislike as pods have the ability to always keep everything in front of them. This might lead to Elms falling into trouble by not paying attention in certain situations.",3,0
"234","600fad98481b471b76c467bc",1,"pos",100,95,"biology",10,"Chups are closely related to human well leems are not related at all. The fact they have completely different DNA but still appear to resemble each should be studied further",3,5
"235","600fad98481b471b76c467bc",1,"pos",79,86,"time",10,"Vems have the ability to recognize an object and know it will be needed for future use but only have the ability to understand instant food needs. Well the Huls lack the ability to recognize tools for future use but understand storing of food makes it taste better and plan ahead.",3,-7
"236","600fad98481b471b76c467bc",1,"pos",80,77,"appearance",10,"Geks are more humanoid as norps have more developed arms for grabbing more things at once.",3,3
"237","600fad98481b471b76c467bc",1,"pos",100,99,"size",10,"Zags are exactly identical to rubs but suffer from a disease that only allows them to grow really really small",3,1
"238","600fad98481b471b76c467bc",1,"pos",89,91,"pRichness",10,"Xons seem to have a longer term memory as well as differentiate between like items. Were as shuks only understand the instant gratification of rewards are seen to be slightly color blind",3,-2
"239","600fad98481b471b76c467bc",1,"pos",90,98,"unity",10,"Yubs have the ability to see an object in print and then recognize it by picking it out later, they are both sight and touch able. Does on the other hand must reply more on feel than sight for their to store the information better.",3,-8
"240","600fad98481b471b76c467bc",1,"pos",93,92,"self",10,"Toffs seem to understand the ability of an object to help with their grooming as well as right and wrong and understand that wrong makes you feel ashamed and scared. Fiks see the mirror and only see an object that is trying to give them wrong information, thus ignoring the dirt on their head, claiming it is fake import. They also don't show any remorse for their actions that hurt others",3,1
"241","5780d9a1900cc80001d2d1c2",10,"pos",70,71,"appearance",9,"Xons have two eyes side by side and two limbs. Geks, however, have two eyes one above the other and have five limbs",4,-1
"242","5780d9a1900cc80001d2d1c2",10,"neg",86,63,"pRichness",15,"Vems are are able to distingious between very imilar items whereas the Chups cannot. Both are able to do simple tasks but the Vems remember for longer than the Chups",4,23
"243","5780d9a1900cc80001d2d1c2",10,"pos",83,58,"eRichness",13,"Huls are able to show there moods as when they are shown an angry face they continue to stare at it if they are happy but turn away if they are angry. The Elms just continue to stare regardless of their mood. Also, both the Huls and Elms don't like cold but Huls will stay for longer in a cold room if they have sweet space berries whereas, the Elms show no preferance",4,25
"244","5780d9a1900cc80001d2d1c2",10,"pos",82,58,"biology",13,"Pods are are similar to humans having the same 4 DNA genes and red blood where as the Toof have totally different DNA and yellow blood",4,24
"245","5780d9a1900cc80001d2d1c2",10,"pos",86,53,"time",11,"Dobs are are more intellegent as the mainly pick the right shaped key to access a locked box whereas the Zags just picked random keys. Also, the Dobs would wait for berries to ripen whereas the Zags would eat the less good unripe berries",4,33
"246","5780d9a1900cc80001d2d1c2",10,"neg",59,59,"unity",11,"Yubs are are able to be shown a picture of a fruit and the select it by touch whereas the Shuks cannot. However, when trained the Shuks can give a pavlovs dog reponse whereas the Yubs could not",4,0
"247","5780d9a1900cc80001d2d1c2",10,"pos",26,27,"size",11,"Leems are are a lot heavier and very much taller than the Norps",4,-1
"248","5780d9a1900cc80001d2d1c2",10,"neg",80,46,"self",13,"Fiks and Rubs like to keep themselves clean but if a Fik sees dirt on his face he will try to remove it whereas a Rub would ignore the device showing him the dirt. Also both spieces steal from their neighbours but when the Fiks are caught they try to hid whereas the Rubs do not",4,34
"249","5eab095edf5d490aef65a2da",9,"pos",94,55,"biology",12,"Vems are... Vems have similar DNA to humans unlike pods Vems also have red blood whereas pods have yellow blood.",4,39
"250","5eab095edf5d490aef65a2da",9,"neg",58,62,"eRichness",14,"Leems are able to feel good and bad moods, however when a leem is shown an angry face it will look away if in a bad mood, whereas shuks will look at the face no matter their mood.",4,-4
"251","5eab095edf5d490aef65a2da",9,"neg",45,57,"time",12,"Rubs are... impatient compared to dobs, as they didn't wait for the berries to ripen. Rubs however understood they needed the triangle key to open the box and remembered that whereas the dobs didnt necessarily choose the triangfle key",4,-12
"252","5eab095edf5d490aef65a2da",9,"pos",76,42,"pRichness",14,"Chups have stronger memories than elms",4,34
"253","5eab095edf5d490aef65a2da",9,"neg",61,56,"appearance",10,"Huls have 5 arms and yubs have 2, yubs also have two eyes on top of eachother whereas huls have right and left eyes.",4,5
"254","5eab095edf5d490aef65a2da",9,"neg",60,64,"unity",12,"When Geks are shown a printed image of a new fruit, they are able to recognise it by touch only even if they have never touched t before. When zags are shown the image they cannot recognise the fruit by only touch.",4,-4
"255","5eab095edf5d490aef65a2da",9,"neg",77,72,"size",12,"Norps weight about 7 stone and are much taller than xons which are about 1g and a couple cm tall.",4,5
"256","5eab095edf5d490aef65a2da",9,"pos",90,68,"self",12,"Toffs clean them self if they see dirt on them self in a mirror, they also live in small groups and steal food from their neighbours and hide if caught Fiks dont clean themselves if they notice they are dirty in the mirror and they also steal food but dont hide if they are caught.",4,22
"257","5f5a4d7af233b40d54c6a53e",8,"pos",92,88,"self",11,"Toffs are... able to recognise themselves in the mirror, and have a sense of self-preservation (hide when they're caught stealing food from the neighbours)",4,4
"258","5f5a4d7af233b40d54c6a53e",8,"pos",89,76,"eRichness",13,"Chups are... More in tune with their emotional state and can respond to external displays of emotion (when shown an angry/happy face for example). They're also able to weigh their needs and desires and decide on their course of action based on that.",4,13
"259","5f5a4d7af233b40d54c6a53e",8,"pos",71,71,"biology",11,"Geks are... Biologically (genetically) more similar to humans; they have the same nucleic acids as humans do, and their blood looks the same to human blood (whether or not their composition is the same isn't known however).",4,0
"260","5f5a4d7af233b40d54c6a53e",8,"pos",89,77,"pRichness",13,"Shuks are... able to spot the difference between 2 very similar objects (like shades of colour), and they're also able to retain pieces of information in their memory for some time",4,12
"261","5f5a4d7af233b40d54c6a53e",8,"pos",90,79,"unity",11,"Zags are... able to combine information from different senses (like touch and sight), as well as integrate information between 2 eyes (so what they've learnt to do with one eye, they can replicate with the other)",4,11
"262","5f5a4d7af233b40d54c6a53e",8,"pos",53,53,"appearance",9,"Elms are... Phenotypically more similar to humans, with the same eye orientation (right and left) and the same limb morphology (2 arm-like limbs)",4,0
"263","5f5a4d7af233b40d54c6a53e",8,"pos",86,82,"time",11,"Huls are... able to plan ahead for the future, and also seem to be able to relate certain decisions/choices to what they've previously learned/experienced",4,4
"264","5f5a4d7af233b40d54c6a53e",8,"pos",53,53,"size",11,"Leems are... phenotypically more similar to humans, with a weight and height that corresponds to a small human (maybe a child)",4,0
"265","5cd59972141c860019dde025",7,"pos",100,100,"time",10,"Yubs are...more able to make plans for the future and take strategic decisions which are more likely to ensure their survival. We might say they are more intelligent than Toffs",4,0
"266","5cd59972141c860019dde025",7,"pos",100,100,"pRichness",12,"Vems are...more able than Shuks to hold information for short periods of time",4,0
"267","5cd59972141c860019dde025",7,"pos",100,100,"self",10,"Pods are...more likely to exhibit behaviour indicative of shame if they steal food from a neighbour. They also are able to understand that the reflection in the mirror is them. Rubs are unable to do this.",4,0
"268","5cd59972141c860019dde025",7,"pos",100,100,"unity",10,"Geks are...better at using information from combined senses, and better at interpreting information shown to the eyes",4,0
"269","5cd59972141c860019dde025",7,"neg",49,50,"size",12,"Elms are...smaller and lighter than Huls",4,-1
"270","5cd59972141c860019dde025",7,"pos",100,100,"eRichness",12,"Fiks are...more able to choose between different priorities, eg able to tolerate the cold for longer in order to eat sweet berries that they like to eat",4,0
"271","5cd59972141c860019dde025",7,"neg",100,100,"appearance",10,"Dobs are...five limbed. They have two yes which are one on top of the other. Chups have two eyes which are side by side. THEY HAVE TWO LIMBS. Chups look more like humans than Dobs",4,0
"272","5cd59972141c860019dde025",7,"pos",50,51,"biology",10,"Leems are...more like humans because their blood is red and their DNA is similar to that of humans",4,-1
"273","5f6b3438e9b7710ee0aa69b3",6,"neg",0,0,"size",13,"Geks are taller and heavier than Zags. Zags are 1cm tall and weigh the same as a paperclip, whilst Geks are as heavy as punching bags and 120cm tall.",4,0
"274","5f6b3438e9b7710ee0aa69b3",6,"neg",0,0,"self",11,"Elms are clean and like to hide their wrongdoings, whilst Xons don't care about their outward appearance.",4,0
"275","5f6b3438e9b7710ee0aa69b3",6,"neg",0,0,"appearance",11,"Fiks have 5 limbs and two eyes next to each other, whilst Dobs have two eyes above each other and 2 limbs.",4,0
"276","5f6b3438e9b7710ee0aa69b3",6,"pos",100,100,"pRichness",11,"Toffs are smarter than Chups",4,0
"277","5f6b3438e9b7710ee0aa69b3",6,"pos",100,100,"eRichness",11,"Shuks are picky but Vems don't care as long as they get their treat.",4,0
"278","5f6b3438e9b7710ee0aa69b3",6,"neg",47,42,"biology",11,"Rubs are made of the same genetic material as humans and bleed the same colour, whereas Huls don't",4,5
"279","5f6b3438e9b7710ee0aa69b3",6,"neg",78,78,"unity",11,"Norps are more intelligent when it comes to sight and object recognition",4,0
"280","5f6b3438e9b7710ee0aa69b3",6,"neg",92,91,"time",11,"Yubs are smarter than Pods",4,1
"281","5cf806142780ca001a9d5cee",5,"neg",100,100,"time",12,"Norps are... able to problem solve, have better space awareness, and understand delay for better reward. Leems sre less developed in these respacts.",4,0
"282","5cf806142780ca001a9d5cee",5,"neg",62,61,"biology",12,"Xons are... like humans as same genetic make up and blood colour. Elms do not share our genetic makeup.",4,1
"283","5cf806142780ca001a9d5cee",5,"pos",55,54,"appearance",10,"Pods are... more human like than rubs i their appearance. Pods eyes are spaced like ours and they have 2 arms unlike Rubs.",4,1
"284","5cf806142780ca001a9d5cee",5,"neg",100,100,"eRichness",12,"Fiks are...emotionally more advanced than vems.",4,0
"285","5cf806142780ca001a9d5cee",5,"neg",100,100,"unity",12,"Chups are... able to integrate information better than zags",4,0
"286","5cf806142780ca001a9d5cee",5,"neg",100,100,"self",12,"Huls are...better at self recognition than Shuks. They also know how to stay away from danger better.",4,0
"287","5cf806142780ca001a9d5cee",5,"pos",100,100,"pRichness",10,"Yubs are... better with short-term memory and can identify colours more easily.",4,0
"288","5cf806142780ca001a9d5cee",5,"neg",100,100,"size",14,"Geks are... bigger and heavier than Toffs.",4,0
"289","5f58ad1de350f30278169535",4,"neg",85,81,"pRichness",11,"Geks are able to to differentiate between similar object but pods are not, Pods have poor short term memory compared to Geks",4,4
"290","5f58ad1de350f30278169535",4,"pos",93,76,"eRichness",11,"Fiks mood influences their behaviour whereas leems does not. Fiks can endure a degree of discomfort if sufficiently motivated, leems not.",4,17
"291","5f58ad1de350f30278169535",4,"pos",51,51,"size",13,"Norps are lightwweight and short zags are tall and much heavier..",4,0
"292","5f58ad1de350f30278169535",4,"pos",51,51,"biology",11,"Vems are Genetically similar to humans with similar appearing blood, neither is true of dobs...",4,0
"293","5f58ad1de350f30278169535",4,"pos",97,28,"self",11,"Rubs are.able to recognise themselves in a mirror and are(possibly) aware stealing is wrong (or at least frowned upon) neither of these are true of Yubs..",4,69
"294","5f58ad1de350f30278169535",4,"pos",78,69,"unity",11,"Huls are able to integrate information from different sensory modalities and also information presented to left or right eye neither of these things is true of toffs..",4,9
"295","5f58ad1de350f30278169535",4,"pos",92,58,"time",11,"Elms are able to plan for the future and will delay gratification (eating berries) for a greater reward (better tasting berries later, shuks do not exhibit this behaviour",4,34
"296","5f58ad1de350f30278169535",4,"pos",51,51,"appearance",9,"Xons are posseswed of two side by side eyes and two arems wheres chuups eyes are arranged on a verticle axis and they have 5 arms",4,0
"297","5ffe9097b65b905549abe5f1",3,"neg",100,100,"appearance",10,"Norps are... creatures with 2 arms unlike geks who have 5. Norps also have a different placement of eyes on their body compared to geks",4,0
"298","5ffe9097b65b905549abe5f1",3,"pos",100,100,"self",10,"Zags are... creautures that care about their appearance and reputation more than leems",4,0
"299","5ffe9097b65b905549abe5f1",3,"pos",100,100,"unity",10,"Yubs are... more intelligent than elms and can better process information",4,0
"300","5ffe9097b65b905549abe5f1",3,"pos",100,100,"time",10,"Pods are... more intelligent than chups and have much better memory",4,0
"301","5ffe9097b65b905549abe5f1",3,"pos",100,100,"biology",10,"Shuks are... creatures who have a DNA with similar base structure to humans. Shuks have red blood whereas toffs have yellow blood",4,0
"302","5ffe9097b65b905549abe5f1",3,"pos",100,100,"eRichness",10,"Dobs are... more likely to do something if the end result will make them happy. They are also more willing to undergo hardship to achieve a goal",4,0
"303","5ffe9097b65b905549abe5f1",3,"pos",100,100,"size",12,"Rubs are... much heavier and much taller than vems",4,0
"304","5ffe9097b65b905549abe5f1",3,"pos",100,100,"pRichness",10,"Xons are... more intelligent than fiks, they have better memory and can pay better attention to detail",4,0
"305","5f619d46bfaddb146a5c04e6",2,"pos",100,100,"size",11,"Fiks are taller and heavier than Leems",4,0
"306","5f619d46bfaddb146a5c04e6",2,"neg",100,100,"biology",11,"Vems are red blooded. Elms are yellow blooded",4,0
"307","5f619d46bfaddb146a5c04e6",2,"neg",81,80,"time",11,"Geks are able to see the space berries through the glass and understand that they needed a triangular key to open the box and they can open it the next day",4,1
"308","5f619d46bfaddb146a5c04e6",2,"neg",81,62,"eRichness",11,"When Chups are are shown an angry face, they keep looking at the face if they are in a good mood, but they look away from the face if they are in a bad mood.",4,19
"309","5f619d46bfaddb146a5c04e6",2,"neg",87,82,"unity",11,"Yubs are shown s picture of a fruit they can later identify it by touch",4,5
"310","5f619d46bfaddb146a5c04e6",2,"pos",78,80,"self",9,"Huls are thieves that steal food from their neighbours",4,-2
"311","5f619d46bfaddb146a5c04e6",2,"pos",82,83,"appearance",9,"Pods have left and right eyes and two limbs",4,-1
"312","5f619d46bfaddb146a5c04e6",2,"neg",74,76,"pRichness",11,"Rubs can make the association between light and a treat",4,-2
"313","601056fe0e610a339db2e43b",1,"neg",49,100,"self",10,"Yubs are...thinking only of themselves and put on a good show. Geks are open and honest",4,-51
"314","601056fe0e610a339db2e43b",1,"pos",0,0,"size",10,"Huls are... are large heavy whereas Chups are small and light",4,0
"315","601056fe0e610a339db2e43b",1,"pos",100,100,"eRichness",10,"Xons are... more adaptable and tolerant",4,0
"316","601056fe0e610a339db2e43b",1,"neg",100,100,"appearance",10,"Shuks are... Norps have 3 more arms",4,0
"317","601056fe0e610a339db2e43b",1,"pos",100,100,"pRichness",10,"Dobs are... Dobs is able to compute information quicker",4,0
"318","601056fe0e610a339db2e43b",1,"pos",100,100,"unity",10,"Fiks are... able to have 2 eyes working the same",4,0
"319","601056fe0e610a339db2e43b",1,"pos",100,35,"biology",10,"Elms are... DNA",4,65
"320","601056fe0e610a339db2e43b",1,"pos",100,100,"time",10,"Toffs are... able to see the bigger picture",4,0
"321","5d8cef3c28e183001a335ab0",10,"neg",64,64,"size",11,"Rubs are...heaver and taller and Chups are much lighter and smaller in height",5,0
"322","5d8cef3c28e183001a335ab0",10,"pos",87,28,"time",15,"Dobs are... cleverer and better able to problem solve and wait for reward whilst Geks are not as smart and want immediate gratification.",5,59
"323","5d8cef3c28e183001a335ab0",10,"pos",70,24,"biology",11,"Pods are... more closely related to humans whilst Hul's DNA is completely unrelated from humans and they share none of the same genetic make up",5,46
"324","5d8cef3c28e183001a335ab0",10,"neg",79,52,"pRichness",15,"Elms are... more visually aware and have better short term memory whereas Vems cannot distinguish small visual details and cannot hold information in their short term memory.",5,27
"325","5d8cef3c28e183001a335ab0",10,"neg",55,56,"appearance",15,"Xons are... more like humans in that they have two eyes sat next to each other and two limbs for arms whereas Toffs features do not resemble those of humans because they have more arms and their eyes are placed differently.",5,-1
"326","5d8cef3c28e183001a335ab0",10,"neg",83,40,"self",11,"Shuks are... better able to recognize themselves in the mirror and attempt to hide if they are caught stealing food.",5,43
"327","5d8cef3c28e183001a335ab0",10,"pos",95,31,"eRichness",11,"Leems are... better able to recognise emotions and are able to tolerate disliked conditions if they get something out of it but Yubs could not weight up different needs against each other",5,64
"328","5d8cef3c28e183001a335ab0",10,"pos",82,26,"unity",17,"Fiks are... able to make use of information from their different senses and also share information between their eyes whereas Zags could only respond to information if their specific eye was trained so are not as good at learning",5,56
"329","57d5ab3a722df500017f3622",9,"pos",100,88,"unity",16,"Fiks can recognise a fruit once they have seen a picture of it even without touching it. Yubs have to touvh to recognise. Fiks can make a sound when they see a picture after covering either eye, yubs only play make a sound when they cover their right eye",5,12
"330","57d5ab3a722df500017f3622",9,"pos",96,89,"appearance",14,"rubs have a left and right eye with two limbs. Shuks eyes have one above the other they also have 5 limbs",5,7
"331","57d5ab3a722df500017f3622",9,"pos",100,75,"biology",10,"Geeks have 4 human bases and are red blooded. Dobs have no human bases and have yellow blood",5,25
"332","57d5ab3a722df500017f3622",9,"neg",97,96,"size",12,"Pods are taller and weigh more",5,1
"333","57d5ab3a722df500017f3622",9,"pos",98,93,"pRichness",14,"Xons are able to tell the difference between similar objects and Chups cannot. Xons are immediatly recognise a light with a treat. Chups do not recognise light with a treat if there is a delay in them seeing it",5,5
"334","57d5ab3a722df500017f3622",9,"neg",94,97,"time",16,"Huls are able to associate triangular keys with berries and prefer to eat berries immediately. Norps do not associate any keys with berries. Norps prefer to ripen berries before they eat them as well",5,-3
"335","57d5ab3a722df500017f3622",9,"neg",100,100,"self",12,"Zags like to clean even a small bit of dirt from their faces. When they still food they hide afterwards. Elms don't care if their face is slightly dirty. After elms steal food they do not hide",5,0
"336","57d5ab3a722df500017f3622",9,"neg",98,98,"eRichness",12,"Toffs look away from an angry face if they are in a bad mood, vems do not look away no matter what their mood is. Toffs prefer their berries at a certain room temperature while vems do not mind what the room temperature is",5,0
"337","5fba7e6893585f7e4ade81ee",8,"pos",38,13,"pRichness",13,"Dobs are able to differentiate different shades of similar colours from one another which Fiks cannot. Dobs also appear to have better short term memory than Fiks, being able to associate a treat with a stimulus after as much as a one second time gap, compared to Fiks which require immediate treat dispensation",5,25
"338","5fba7e6893585f7e4ade81ee",8,"neg",37,37,"appearance",15,"Rubs are... circular creatures with two arm like limbs and two eyes, one of which is on the left and one on the right side of the face. Xons have five limbs and two eyes, but their two eyes are separated vertically with one above and one below.",5,0
"339","5fba7e6893585f7e4ade81ee",8,"pos",57,30,"eRichness",11,"Yubs are... affected by the mood of others, as when in a bad mood they will not look at an angry face unlike Elms which do not care. Yubs also are more likely to shift priorities depending on different situations in low temperatures, as opposed to Elms which appear behave the same way regardless of pleasureable stimuli in the face of unpleasureable stimuli",5,27
